Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
Hashflow,HFT,0.830751247,181349087.6,3055780469,154911942.4,0.0138,182.7179,183,40,186472115.3,1000000000,2023-02-18T05:11:00.000Z
Lisk,LSK,1.189584356,8121771.085,611333445.2,153337952.2,0.0137,66.3349,184,68,128900444.5,144818773,2023-02-18T05:11:00.000Z
UMA,UMA,2.15711294,24739918.3,280379579.2,148727361.3,0.0133,43.1015,185,152,68947415.08,108858567,2023-02-18T05:11:00.000Z
ConstitutionDAO,PEOPLE,0.029289918,31783212.7,2436074916,148211006.2,0.0132,44.882,186,102,5060137335,5060137335,2023-02-18T05:11:00.000Z
Voyager Token,VGX,0.528723865,56270114.26,1179532746,147240192.5,0.0132,77.2613,187,35,278482214.2,278482214.2,2023-02-18T05:11:00.000Z
OriginTrail,TRAC,0.400608114,2137585.741,101098483.4,146414890.7,0.0131,151.5555,188,34,365481590.3,500000000,2023-02-18T05:11:00.000Z
APENFT,NFT,5.22E-07,19915090.12,459571534.4,144645316.6,0.0129,20.2552,189,66,2.77081E+14,9.9999E+14,2023-02-18T05:11:00.000Z
Hooked Protocol,HOOK,2.865716241,130337425.9,4040666237,143285812,0.0128,113.9068,190,30,50000000,500000000,2023-02-18T05:11:00.000Z
Kyber Network Crystal v2,KNC,0.860370119,21091438.48,812328508.2,141869664,0.0127,88.3718,191,249,164893760,223368900,2023-02-18T05:11:00.000Z
MX TOKEN,MX,1.379066935,3914280.275,251986764.4,137906693.5,0.0123,68.3572,192,14,100000000,450000000,2023-02-18T05:11:00.000Z
PlayDapp,PLA,0.255672335,18169180.14,2019680998,137514884.3,0.0123,88.4501,193,60,537855941,700000000,2023-02-18T05:11:00.000Z
Neutrino Index,XTN,0.201974884,181421.7671,6126510.508,137396706.2,0.0123,-55.3564,194,81,680266294.4,623814462.6,2023-02-18T05:11:00.000Z
Smooth Love Potion,SLP,0.003225791,39187068.5,1554492335,137035790.6,0.0122,58.6355,195,141,42481295881,42481295881,2023-02-18T05:11:00.000Z
aelf,ELF,0.242515649,12413070.79,490837489.9,136749028.1,0.0122,54.2376,196,83,563877128.9,1000000000,2023-02-18T05:11:00.000Z
MediBloc,MED,0.019623848,3676867.608,268478567.3,135574151.7,0.0121,70.7059,197,11,6908642520,8433374831,2023-02-18T05:11:00.000Z
Braintrust,BTRST,1.004173826,797339.3924,19440866.32,135060789.1,0.0121,8.339,198,31,134499412,250000000,2023-02-18T05:11:00.000Z
Chromia,CHR,0.194272588,18799109.85,697510603.7,133377826,0.0119,82.8534,199,103,686549902,690499228.3,2023-02-18T05:11:00.000Z
Secret,SCRT,0.812344981,5114139.086,94513802.08,132652326.1,0.0119,33.2768,200,46,163295557,190165060,2023-02-18T05:11:00.000Z
HEX,HEX,0.05515551,8259697.401,287540856.1,9564576236,0,186.1379,201,172,1.73411E+11,6.33543E+11,2023-02-18T05:11:00.000Z
Wrapped TRON,WTRX,0.070258284,2210741.093,70396477.94,7143587120,0,28.3931,202,21,1.01676E+11,1.01676E+11,2023-02-18T05:11:00.000Z
Lido Staked ETH,stETH,1668.302003,4876256.868,1406143569,5818583607,0,41.2724,203,34,3487728,5142746.285,2023-02-18T05:11:00.000Z
Bitcoin BEP2,BTCB,24636.03659,12586247.6,441687242.4,1305537355,0,48.3412,204,341,52992.99463,60501,2023-02-18T05:11:00.000Z
T-mac DAO,TMG,1.246544021,27563.47493,770599.6017,1246544021,0,408.6617,205,4,1000000000,1000000000,2023-02-18T05:11:00.000Z
Wrapped BNB,WBNB,316.0700687,148878156.8,1922894562,1198624599,0,29.1506,206,10128,3792274.933,3792274.933,2023-02-18T05:11:00.000Z
Frax,FRAX,1.000556228,20704018.84,710592703.4,1033927914,0,0.0931,207,306,1033353133,1033353133,2023-02-18T05:11:00.000Z
Huobi BTC,HBTC,24655.18619,77534.12848,2100297.906,960800204.5,0,48.6099,208,33,38969.497,38969.497,2023-02-18T05:11:00.000Z
BitTorrent,BTTOLD,0.000720069,221195.3351,6793239.99,712868196.4,0,11.3821,209,180,9.9E+11,9.9E+11,2023-02-18T05:11:00.000Z
TNC Coin,TNC,0.111265165,72961.72682,2288196.423,651032861.1,0,21337.8639,210,22,5851183164,1.9672E+11,2023-02-18T05:11:00.000Z
Bitget Token,BGB,0.43652606,13819778.66,428780763.7,611136483.7,0,140.6623,211,4,1400000000,2000000000,2023-02-18T05:11:00.000Z
FTX Token,FTT,1.647751343,19646046.31,473886185.6,541937348.9,0,92.0016,212,168,328895103.8,328895103.8,2023-02-18T05:11:00.000Z
Radix,XRD,0.049489509,472236.9844,17729031.97,500098837,0,44.6203,213,12,10105148585,12123620561,2023-02-18T05:11:00.000Z
WEMIX,WEMIX,1.944689648,16042165.76,942655722.8,475872177.6,0,436.9369,214,37,244703404.6,959585606.5,2023-02-18T05:11:00.000Z
FLOKI,FLOKI,5.11E-05,220202321.1,6204865504,455337214.3,0,537.8792,215,88,8.91745E+12,9.94236E+12,2023-02-18T05:11:00.000Z
Tether Gold,XAUT,1835.109897,1907368.003,68454900.46,452398632.3,0,0.985,216,28,246524,246524,2023-02-18T05:11:00.000Z
Baby Doge Coin,BabyDoge,3.63E-09,36201168.39,750682485.4,417801036.5,0,282.1015,217,107,1.15E+17,2.32E+17,2023-02-18T05:11:00.000Z
NXM,NXM,53.43112171,89203.5832,2554939.306,352328441.4,0,41.5094,218,1,6594067.841,6784822.421,2023-02-18T05:11:00.000Z
DeFiChain,DFI,0.617772905,2222747.547,58084566.08,315520197.4,0,45.6121,219,44,510738160.9,784881510.4,2023-02-18T05:11:00.000Z
USDJ,USDJ,1.119055895,1234620.332,65171781.42,305785294.8,0,4.3972,220,18,273252923.5,273252923.5,2023-02-18T05:11:00.000Z
LINK,LN,44.34413206,1136692.953,45438447.78,298633694.9,0,82.7032,221,8,6734458,6734458,2023-02-18T05:11:00.000Z
GensoKishi Metaverse,MV,0.173484373,1149090.313,48045754.87,296539077.7,0,29.9987,222,21,1709312901,2000000000,2023-02-18T05:11:00.000Z
Liquity USD,LUSD,1.00067559,1448100.904,41389578.34,226981380.7,0,-2.2381,223,74,226828137.9,226828137.9,2023-02-18T05:11:00.000Z
Artificial Liquid Intelligence,ALI,0.062079406,2285420.496,74869001.42,222751068.8,0,578.6341,224,27,3588163660,10000000000,2023-02-18T05:11:00.000Z
Edgecoin,EDGT,1.000156424,27328866.97,863282715,210032849.1,0,-0.0119,225,6,210000000,1000000000,2023-02-18T05:11:00.000Z
Anyswap,ANY,11.11940417,34468.6671,999425.8706,207258135,0,146.432,226,83,18639320.22,100000000,2023-02-18T05:11:00.000Z
Bitgert,BRISE,4.97E-07,6103382.704,134498457.6,196818741.1,0,63.2139,227,47,3.95688E+14,1E+15,2023-02-18T05:11:00.000Z
Telcoin,TEL,0.00281456,3124557.824,37463160.87,186165429,0,48.0805,228,115,66143700558,1E+11,2023-02-18T05:11:00.000Z
LUKSO,LYXe,12.048543,2900814.809,39724071.41,185618837.8,0,53.2267,229,32,15405915.71,100000000,2023-02-18T05:11:00.000Z
Wrapped Everscale,WEVER,0.099630403,79378.85223,2474570.92,172957882.2,0,299.5764,230,9,1735995006,2075834372,2023-02-18T05:11:00.000Z
Beldex,BDX,0.037911936,2677008.777,76871245.63,152377638.3,0,-10.3868,231,21,4019252314,9913712352,2023-02-18T05:11:00.000Z
Ronin,RON,0.86476914,3147042.655,56717817.25,150051335.5,0,216.0262,232,18,173516061.8,1000000000,2023-02-18T05:11:00.000Z
Dejitaru Tsuka,TSUKA,0.140272875,3690691.777,66071182.35,140272874.9,0,164.0776,233,23,1000000000,1000000000,2023-02-18T05:11:00.000Z
VVS Finance,VVS,4.12E-06,851297.0247,34747510.12,135927565,0,39.084,234,50,3.29688E+13,7.02693E+13,2023-02-18T05:11:00.000Z
STASIS EURO,EURS,1.068103874,655320.807,18153356.67,132579397.4,0,0.2077,235,36,124125940,124125940,2023-02-18T05:11:00.000Z
Merit Circle,MC,0.371851053,7712338.961,88160135.78,132319139.2,0.0118,37.1454,236,54,355839087,669811161,2023-02-18T05:11:00.000Z
API3,API3,1.8369476,7809998.483,166686228.2,131798302.8,0.0118,81.3741,237,93,71748537,119045463,2023-02-18T05:11:00.000Z
Energy Web Token,EWT,4.379814012,3802230.053,56705901.68,131666573.2,0.0118,44.8802,238,26,30062138,48638535.44,2023-02-18T05:11:00.000Z
MobileCoin,MOB,1.769138027,5861401.645,231143755.2,131302459.3,0.0117,102.6064,239,29,74218324,250000000,2023-02-18T05:11:00.000Z
Pundi X (New),PUNDIX,0.504767917,13658238.42,1666885201,130478285.2,0.0117,58.3905,240,54,258491637.2,258491637.2,2023-02-18T05:11:00.000Z
Locus Chain,LOCUS,0.061537197,403926.048,13078455.58,128062770.7,0,137.7779,241,6,2081062787,7000000000,2023-02-18T05:11:00.000Z
Gitcoin,GTC,2.125892652,14088674.45,193614395.9,127369333.5,0.0114,61.7779,242,81,59913342,100000000,2023-02-18T05:11:00.000Z
COTI,COTI,0.107243104,35052576.72,741150822,126146978.2,0.0113,107.5167,243,106,1176271233,2000000000,2023-02-18T05:11:00.000Z
Kaspa,KAS,0.007532068,2472349.875,62889134.43,125955768,0,45.1316,244,5,16722601595,16722605519,2023-02-18T05:11:00.000Z
Nano,XNO,0.943734991,3576646.753,223660213.7,125751080.6,0.0112,47.6813,245,59,133248297.2,133248297.2,2023-02-18T05:11:00.000Z
Celsius,CEL,0.521473391,11563087.46,441620056.5,124560969.7,0.0111,7.8754,246,82,238863519.8,695658160,2023-02-18T05:11:00.000Z
Ribbon Finance,RBN,0.232426107,635661.9665,44913299.1,123652235.9,0.0111,22.1201,247,62,532006654.9,1000000000,2023-02-18T05:11:00.000Z
Aragon,ANT,3.084321649,9601258.191,263533866.5,123464938.9,0.011,40.2239,248,119,40029851.93,45094973,2023-02-18T05:11:00.000Z
Polymesh,POLYX,0.210546244,30822898.88,744871992.1,122939017.9,0,75.1784,249,20,583905063.3,717076282.5,2023-02-18T05:11:00.000Z
Galxe,GAL,2.262300392,21889961.81,917805340.7,122769008,0.011,117.6017,250,97,54267332.7,200000000,2023-02-18T05:11:00.000Z
Civic,CVC,0.121951355,15349563.47,320570395.7,121951355.4,0.0109,55.9209,251,107,1000000000,1000000000,2023-02-18T05:11:00.000Z
Numeraire,NMR,20.62383976,9472948.559,1133159058,121443555.6,0.0109,66.0201,252,93,5888503.644,10931079.86,2023-02-18T05:11:00.000Z
Axelar,AXL,0.724347451,3051277.19,26982178.61,120210061.4,0.0107,43.7471,253,23,165956353.1,1040597961,2023-02-18T05:11:00.000Z
Augur,REP,10.78099901,132467684.6,2000680273,118590989.1,0.0106,147.03,254,99,11000000,11000000,2023-02-18T05:11:00.000Z
Creditcoin,CTC,0.566313764,10665004.44,310599029.2,118056190.6,0,24.6377,255,18,208464279,599999997,2023-02-18T05:11:00.000Z
Tribe,TRIBE,0.259747409,301636.1684,10768586.48,117782104.7,0.0105,28.9512,256,66,453448622,1000000000,2023-02-18T05:11:00.000Z
Status,SNT,0.029748783,6665368.357,1698599235,117413036.5,0.0105,57.6327,257,93,3946818178,6804974035,2023-02-18T05:11:00.000Z
LooksRare,LOOKS,0.249336294,35495404.11,1205255053,117073126.9,0.0105,67.6401,258,83,469539051.9,622247000,2023-02-18T05:11:00.000Z
Ontology Gas,ONG,0.343095989,15053781.35,946249448.6,114084244.2,0.0102,57.5579,259,59,332514071.9,1000000000,2023-02-18T05:11:00.000Z
Request,REQ,0.112471658,4401779.308,61270243.25,112452573.4,0.0101,31.7381,260,96,999830316,999877117,2023-02-18T05:11:00.000Z
Saitama,SAITAMA,0.00290375,2366246.106,50684848.29,112101466.8,0,177.056,261,25,38605752722,44812964363,2023-02-18T05:11:00.000Z
Vulcan Forged PYR,PYR,4.112122231,10882458.25,189959003.3,111776639.9,0.01,48.9686,262,81,27182227,50000000,2023-02-18T05:11:00.000Z
MVL,MVL,0.004941257,5214756.523,701769188.1,111439973.1,0,62.3545,263,11,22552958863,27802958863,2023-02-18T05:11:00.000Z
Cartesi,CTSI,0.169663305,5835979.635,470230696.5,110978068.6,0.0099,61.4572,264,98,654107666.3,1000000000,2023-02-18T05:11:00.000Z
Alchemy Pay,ACH,0.021827998,71214634.56,3058213600,110933287.4,0.0099,177.6151,265,92,5082155932,10000000000,2023-02-18T05:11:00.000Z
Dent,DENT,0.001096955,15024541.19,1310332146,108607084.3,0.0097,59.1211,266,68,99007791203,1E+11,2023-02-18T05:11:00.000Z
DeXe,DEXE,2.963570108,1707150.896,36938523.53,108090111.5,0.0097,24.0487,267,38,36472938.92,96504599.34,2023-02-18T05:11:00.000Z
Dusk Network,DUSK,0.259780267,29432707.89,2665271715,107513807,0.0096,216.7806,268,70,413864409.3,500000000,2023-02-18T05:11:00.000Z
Verasity,VRA,0.010327096,27278732.72,821364715.3,106814130.1,0.0095,365.6226,269,78,10343094362,1.10306E+11,2023-02-18T05:11:00.000Z
NuCypher,NU,0.151405203,2585395.39,2623471556,106437857.4,0.0095,79.5714,270,89,703000000,1380688921,2023-02-18T05:11:00.000Z
Venus USDC,vUSDC,0.021889023,0,0,104432858,0,0.4969,271,1,4771015133,4771015133,2023-02-18T05:11:00.000Z
NYM,NYM,0.282962314,2200104.801,33861478.6,104311074.7,0,57.7446,272,44,368639460.2,1000000000,2023-02-18T05:11:00.000Z
Steem,STEEM,0.243759637,16219485.94,643220395.3,104135696.1,0.0093,65.5198,273,38,427206477.5,409190981,2023-02-18T05:11:00.000Z
Ardor,ARDR,0.104045128,3351837.371,61423196.37,103941030.2,0.0093,50.1035,274,29,998999495,998999495,2023-02-18T05:11:00.000Z
Highstreet,HIGH,3.342534789,73703025.7,10238347830,103933544.7,0.0093,289.4325,275,65,31094229.76,100000000,2023-02-18T05:11:00.000Z
Orbs,ORBS,0.035990549,4407990.637,156582673.3,103536424.6,0.0093,70.4326,276,53,2876767039,10000000000,2023-02-18T05:11:00.000Z
Morpheus.Network,MNW,2.194077393,704460.1921,25187479.83,103516601.8,0,125.1857,277,27,47180013.86,47897218,2023-02-18T05:11:00.000Z
Alpha Venture DAO,ALPHA,0.136542511,6122988.369,81444953.02,102406883.1,0.0092,111.3443,278,107,750000000,1000000000,2023-02-18T05:11:00.000Z
AVINOC,AVINOC,0.262774975,498270.163,15777194.2,102283706.4,0,25.3446,279,14,389244472.2,1000000000,2023-02-18T05:11:00.000Z
Centrifuge,CFG,0.283469306,635129.7709,13771422.78,102123514.7,0.0091,95.7584,280,15,360263043,430011123,2023-02-18T05:11:00.000Z
Spell Token,SPELL,0.000950612,40127033.83,930772941.5,102101071.4,0.0091,78.8681,281,275,1.07406E+11,1.96009E+11,2023-02-18T05:11:00.000Z
Humanscape,HUM,0.110721757,3312833.202,107095250,101134279.7,0,66.3081,282,8,913409274,1084734273,2023-02-18T05:11:00.000Z
Radicle,RAD,2.056970286,11079470,132120844.2,100440031.6,0.009,38.6365,283,69,48829111.57,99998580,2023-02-18T05:11:00.000Z
Volt Inu V2,VOLT,1.83E-06,14876981.07,455288760.9,100348693.3,0,135.8037,284,46,5.47663E+13,6.9E+13,2023-02-18T05:11:00.000Z
VeThor Token,VTHO,0.00168384,10789604.56,729373835.7,99831620.2,0,85.9297,285,49,59288056447,59288056447,2023-02-18T05:11:00.000Z
Ergo,ERG,1.701627023,506237.3099,23657188.56,99780730.29,0,44.8142,286,19,58638426,59756145,2023-02-18T05:11:00.000Z
MOBOX,MBOX,0.554237599,35673628.37,792443070.2,99120795.54,0.0089,49.88,287,94,178841702,369987868,2023-02-18T05:11:00.000Z
IQ,IQ,0.007867135,14890469.93,1443279569,98504515.05,0.0088,79.4208,288,48,12521015157,13098383539,2023-02-18T05:11:00.000Z
Powerledger,POWR,0.204583865,6511356.496,593234898.3,98353218.16,0.0088,66.1952,289,78,480747678.1,999506123,2023-02-18T05:11:00.000Z
dKargo,DKA,0.039869716,5650664.55,345917692.1,98262238.15,0,53.2767,290,16,2464583333,5000000000,2023-02-18T05:11:00.000Z
Phala Network,PHA,0.193995727,16268678.81,385708713.9,98121975.22,0.0088,81.8905,291,65,505794516.8,1000000000,2023-02-18T05:11:00.000Z
Prom,PROM,5.350723834,2449722.114,52311339.64,97650709.98,0.0087,39.4887,292,37,18250000,19250000,2023-02-18T05:11:00.000Z
CEEK VR,CEEK,0.120431438,10047751.77,152241930.3,97033750.97,0.0087,59.4212,293,86,805717779.2,1000000000,2023-02-18T05:11:00.000Z
LCX,LCX,0.125244524,745694.889,38983081.75,96636764.91,0.0086,287.0385,294,77,771584751,950000000,2023-02-18T05:11:00.000Z
WINkLink,WIN,0.000100154,16121391.91,223995221.2,96322036.89,0.0086,34.5582,295,95,9.61737E+11,9.93702E+11,2023-02-18T05:11:00.000Z
NKN,NKN,0.126226859,10111259,641311429.9,95279992.21,0.0085,56.5235,296,60,754831361.7,754831361.7,2023-02-18T05:11:00.000Z
Ren,REN,0.093381229,14665835.5,429676666.6,93291349.67,0.0083,51.5767,297,215,999037500.4,999999632.8,2023-02-18T05:11:00.000Z
USDX [Kava],USDX,0.83276782,272051.0586,8122996.729,92909627.24,0,3.5971,298,13,111567264,107526703,2023-02-18T05:11:00.000Z
Serum,SRM,0.351779646,17933420.68,3444962680,92604116.45,0.0083,166.6544,299,174,263244669,1092844982,2023-02-18T05:11:00.000Z
renBTC,RENBTC,25825.6721,76069.72616,2362208.286,92448121.04,0.0083,39.4612,300,103,3579.698552,3579.698552,2023-02-18T05:11:00.000Z
Venus,XVS,6.209861439,3966303.644,51712118.94,91045818.43,0.0081,60.6187,301,106,14661489.52,30000000,2023-02-18T05:11:00.000Z
Stratis,STRAX,0.617949589,19617815.91,2035788582,90361563.04,0.0081,58.6335,302,31,146228049.4,146228049.4,2023-02-18T05:11:00.000Z
Marlin,POND,0.0110718,6323035.494,121442827.4,89541808.88,0.008,45.9681,303,69,8087375977,8087375977,2023-02-18T05:11:00.000Z
STP,STPT,0.048289427,6182439.588,1245260561,89070023.36,0.008,85.4051,304,48,1844503611,1942420283,2023-02-18T05:11:00.000Z
Acala Token,ACA,0.145267267,7749352.39,89571023.85,89057712.12,0.008,28.3812,305,40,613061111,1000000000,2023-02-18T05:11:00.000Z
JOE,JOE,0.261841015,4973072.303,100662644.8,87600338.53,0.0078,95.6838,306,81,334555450,464573155,2023-02-18T05:11:00.000Z
Mdex,MDX,0.091856873,5526198.754,91475708.36,87225609.29,0.0078,33.2314,307,134,949581743.3,1060000000,2023-02-18T05:11:00.000Z
Persistence,XPRT,0.581900103,352461.2878,8834050.367,86589447.28,0.0077,14.7757,308,21,148804660.5,165304660.5,2023-02-18T05:11:00.000Z
Gifto,GFT,0.086611647,58841341.11,6734111538,86548553.25,0,319.0785,309,47,999271531.6,1000000000,2023-02-18T05:11:00.000Z
MiL.k,MLK,0.320843348,7461807.369,897857071.6,85422313.86,0.0076,57.6106,310,8,266243057.3,986245419,2023-02-18T05:11:00.000Z
RSK Smart Bitcoin,RBTC,24594.70475,38231.53925,1155896.062,85329932.29,0,48.0158,311,9,3469.443247,20999763.56,2023-02-18T05:11:00.000Z
Pirate Chain,ARRR,0.43625671,84186.11203,3934643.713,85228100.48,0,42.1965,312,17,195362268.4,192088450.1,2023-02-18T05:11:00.000Z
ABBC Coin,ABBC,0.076160609,15355000.04,499350758.3,83714903.81,0.0075,-10.9562,313,77,1099189001,1500000000,2023-02-18T05:11:00.000Z
Decentralized Social,DESO,9.415901393,424520.7373,6902030.495,83655914.9,0,38.4645,314,12,8884536,10808492,2023-02-18T05:11:00.000Z
Function X,FX,0.203770244,686395.211,17874348.89,83244292.77,0.0074,30.4023,315,27,408520357,408520357,2023-02-18T05:11:00.000Z
Orbit Chain,ORC,0.130555976,1619549.925,23983052.67,82437161.81,0,62.42,316,20,631431544.9,952770538.9,2023-02-18T05:11:00.000Z
MyNeighborAlice,ALICE,1.982343555,33041788.78,645218972.4,82204134.29,0.0073,86.5184,317,148,41468157.27,100000000,2023-02-18T05:11:00.000Z
Alien Worlds,TLM,0.023969482,23040553.71,476652419.7,82112870.56,0.0073,98.5098,318,105,3425725638,5912470500,2023-02-18T05:11:00.000Z
Liquity,LQTY,0.903322293,2481250.639,226580736.8,82047483.09,0.0073,55.9429,319,34,90828582.12,100000000,2023-02-18T05:11:00.000Z
Biswap,BSW,0.218663837,7969838.992,139820955,81566785.19,0.0073,33.7034,320,115,373023661,434664671,2023-02-18T05:11:00.000Z
Metars Genesis,MRS,1.295624595,115075.5176,3955794.029,81324995.42,0,-5.4342,321,2,62768950,1000000000,2023-02-18T05:11:00.000Z
XYO,XYO,0.00622883,1118539.064,37192089.08,80008202.05,0.0072,100.2816,322,58,12844821266,13960974963,2023-02-18T05:11:00.000Z
FUNToken,FUN,0.007256134,2561722.865,177157038.6,79547609.53,0.0071,20.3932,323,45,10962808529,10977277070,2023-02-18T05:11:00.000Z
Cocos-BCX,COCOS,1.107425969,108700363.8,320274139.9,78684550.9,0,118.3784,324,42,71051748,71051748,2023-02-18T05:11:00.000Z
WazirX,WRX,0.205882256,4025682.676,38312683.55,78617554.2,0.007,51.377,325,73,381856872.3,962646669,2023-02-18T05:11:00.000Z
Metal DAO,MTL,1.173562838,29570206.71,1121135494,78146244.39,0.007,69.7857,326,71,66588888,66588888,2023-02-18T05:11:00.000Z
Bifrost,BFC,0.071165654,1110060.689,50887635.56,77461497.08,0,38.9835,327,14,1088467441,2368584074,2023-02-18T05:11:00.000Z
Reef,REEF,0.003592767,68691780.44,1598077291,77236477.97,0.0069,56.7667,328,132,21497769193,21497769193,2023-02-18T05:11:00.000Z
Shentu,CTK,0.857993487,4408889.275,67260934.78,77123243.41,0.0069,16.0879,329,43,89887912.42,105635268.7,2023-02-18T05:11:00.000Z
TrueFi,TRU,0.078812524,104681466.3,9228758423,77071245.74,0.0069,184.6062,330,56,977906076.4,1198450773,2023-02-18T05:11:00.000Z
MXC,MXC,0.029087746,2854482.398,83141062.41,76853674.32,0.0069,-8.8828,331,36,2642132371,2664965800,2023-02-18T05:11:00.000Z
Origin Protocol,OGN,0.150355692,19473570.05,532591442.7,76567235.64,0.0068,75.4609,332,118,509240686,1000000000,2023-02-18T05:11:00.000Z
RACA,RACA,0.000231189,7749384.076,117531244,76506647.91,0.0068,41.0803,333,141,3.30927E+11,4.31418E+11,2023-02-18T05:11:00.000Z
WhiteCoin,XWC,0.099878516,715089.7394,19700707.19,76292252.4,0,87.6064,334,14,763850478.4,971318245,2023-02-18T05:11:00.000Z
Ultra,UOS,0.250963404,1236945.387,21504775.85,76241070.52,0.0068,38.1706,335,44,303793577.8,1000000000,2023-02-18T05:11:00.000Z
Yield Guild Games,YGG,0.366607857,117524060.8,1786035101,75487410.23,0.0067,122.2376,336,109,205907780.7,1000000000,2023-02-18T05:11:00.000Z
Bancor,BNT,0.479981388,5981069.027,107146625.6,74826903.28,0.0067,29.9351,337,331,155895426.5,155895426.5,2023-02-18T05:11:00.000Z
Covalent,CQT,0.147581449,1159525.027,32369680.35,74657033.23,0.0067,38.3093,338,40,505870038.1,1000000000,2023-02-18T05:11:00.000Z
Uquid Coin,UQC,7.460436934,3504831.427,97530220.59,74604369.34,0,48.2877,339,36,10000000,40000000,2023-02-18T05:11:00.000Z
Mines of Dalarnia,DAR,0.237648618,19638884.46,3186557300,73787818.26,0.0066,102.2595,340,92,310491258,800000000,2023-02-18T05:11:00.000Z
QuarkChain,QKC,0.01134826,4827088.435,174346872.5,72627801.92,0.0065,42.704,341,35,6399906497,10000000000,2023-02-18T05:11:00.000Z
StormX,STMX,0.007235115,10222316.38,4992064665,72351146.88,0.0065,101.4679,342,55,10000000000,12500000000,2023-02-18T05:11:00.000Z
Grove Coin,GRV,0.752557622,13293714.43,405586125.8,71555688.53,0,0,343,11,95083335,99049999.75,2023-02-18T05:11:00.000Z
Moonriver,MOVR,11.3203934,32665250.21,98963000.61,71407241.6,0.0064,83.1313,344,38,6307841,10675434,2023-02-18T05:11:00.000Z
Concordium,CCD,0.011645578,1044379.22,23764676.35,70862116.41,0,69.1684,345,10,6084894564,11568824325,2023-02-18T05:11:00.000Z
Constellation,DAG,0.055657812,531005.3509,15407549.16,70513545.82,0,46.6228,346,12,1266911931,3711998690,2023-02-18T05:11:00.000Z
